date,open,high,low,close,volume,volume
2019-09-03,2897.2856,2900.7638,2878.1,2892.1821,25904982.0,39972053.324
2019-09-04,2888.9717,2919.6782,2887.5852,2919.6782,37647144.0,53644453.692
2019-09-05,2938.1378,2988.208,2938.1378,2955.8399,52852272.0,79279041.905
2019-09-06,2974.8017,2981.2431,2955.8164,2981.0728,31465367.0,49253544.124
2019-09-09,3004.8033,3008.6713,2974.2331,2981.5862,38695798.0,60012229.467
2019-09-10,2987.5127,2988.0565,2958.3126,2969.8048,36034678.0,51347965.821
2019-09-11,2978.9743,2980.6641,2946.5683,2957.1439,35199335.0,57420856.053
2019-09-12,2970.0115,3001.2259,2963.4513,2999.5617,31824410.0,52267977.331
2019-09-16,3003.648,3004.8778,2972.5785,2982.4481,32533939.0,48002497.941
2019-09-17,2974.0089,2974.0089,2929.3061,2937.0077,30722495.0,45651979.114
2019-09-18,2947.9715,2967.8616,2947.6767,2954.3577,23353923.0,41683898.334
2019-09-19,2965.0334,2965.1098,2941.6594,2956.8294,20942809.0,34846676.699
2019-09-20,2964.916,2970.7227,2956.9157,2963.4349,30230028.0,47729266.703
2019-09-23,2955.2647,2955.2647,2916.4293,2930.9132,23782646.0,39232461.763
2019-09-24,2936.9522,2956.2923,2929.6015,2940.0806,22732296.0,40266780.209
2019-09-25,2930.1396,2942.0024,2923.151,2928.8351,22526512.0,35894449.648
2019-09-26,2939.6752,2952.8717,2926.5371,2927.8766,31466918.0,44815324.82
2019-09-27,2929.3167,2934.3253,2916.0681,2929.4659,23014561.0,32422355.452
2019-09-30,2917.0746,2933.5109,2897.6837,2897.7027,19233021.0,30265813.218
2019-10-08,2898.534,2938.8657,2898.534,2922.348,24961388.0,39074499.529
2019-10-09,2908.1734,2931.6396,2896.2642,2922.9797,26136018.0,40412670.579
2019-10-10,2917.8212,2944.0238,2910.3467,2940.8002,21996133.0,35842652.303
2019-10-11,2952.4722,2989.7538,2945.0076,2983.1198,31177123.0,48168621.426
2019-10-14,3007.3617,3040.503,2997.6629,3013.5334,42543315.0,56735171.968
2019-10-15,3018.8599,3019.2939,3005.8718,3015.4202,25446083.0,37222300.778
2019-10-16,3015.1656,3043.446,2999.379,3004.7233,26256367.0,42282388.14
2019-10-17,3009.6859,3018.6456,2997.8426,3011.7535,18936107.0,31585237.327
2019-10-18,3020.0093,3027.6051,2961.1326,2963.1753,24631271.0,37356080.207
